"PolNum";"CalYear";"Gender";"Type";"Category";"Occupation";"Age";"Group1";"Bonus";"Poldur";"Value";"Adind";"SubGroup2";"Group2";"Density"
"23894";200358700;2011;"Female";"A";"Medium";"Housewife";49;5;-50;1;6820;1;"Q18";"Q";211.8309492
"23895";200358702;2011;"Female";"D";"Medium";"Unemployed";30;16;50;12;31725;0;"L35";"L";61.69063654
"23896";200358703;2011;"Male";"C";"Medium";"Employed";34;17;70;14;26755;0;"U6";"U";76.98652096
"23897";200358704;2011;"Male";"A";"Small";"Self-employed";27;10;-30;0;6240;0;"M18";"M";99.28308074
"23898";200358705;2011;"Male";"D";"Small";"Housewife";26;16;-20;0;35170;0;"Q65";"Q";77.73738533
"23899";200358707;2011;"Male";"B";"Large";"Housewife";47;18;120;6;19215;0;"L129";"L";57.41329485
"23900";200358710;2011;"Male";"D";"Medium";"Retired";52;3;-30;2;17995;0;"R43";"R";210.189841
"23901";200358711;2011;"Male";"D";"Medium";"Unemployed";24;6;20;3;24350;0;"L7";"L";55.29380019
"23902";200358712;2011;"Female";"D";"Medium";"Unemployed";35;14;80;2;6970;1;"L75";"L";79.1594481
"23903";200358713;2011;"Male";"F";"Small";"Employed";19;2;0;4;9425;0;"S28";"S";20.55791809
"23904";200358714;2011;"Male";"E";"Medium";"Housewife";34;16;-10;4;24300;0;"L69";"L";81.90993935
"23905";200358715;2011;"Female";"C";"Medium";"Employed";22;14;-20;5;11365;1;"P30";"P";23.12027888
"23906";200358716;2011;"Male";"A";"Small";"Self-employed";23;13;10;7;26020;1;"Q63";"Q";125.9456252
"23907";200358717;2011;"Female";"A";"Large";"Self-employed";32;14;-50;5;4405;0;"O17";"O";24.11879116
"23908";200358718;2011;"Male";"C";"Large";"Employed";30;16;-20;0;27160;0;"N18";"N";103.2132915
"23909";200358719;2011;"Female";"C";"Medium";"Employed";35;10;-50;1;48270;1;"P5";"P";24.32094795
"23910";200358720;2011;"Female";"E";"Small";"Unemployed";35;7;10;0;28720;1;"N9";"N";118.8510133
"23911";200358722;2011;"Female";"B";"Small";"Employed";43;11;80;2;3260;0;"S40";"S";34.81095528
"23912";200358723;2011;"Female";"A";"Large";"Housewife";51;10;20;3;31820;0;"Q15";"Q";147.9690558
"23913";200358727;2011;"Male";"F";"Medium";"Retired";60;11;-50;0;22040;1;"R9";"R";251.432848
"23914";200358731;2011;"Male";"F";"Large";"Retired";63;10;-30;6;2335;0;"Q52";"Q";168.6499611
"23915";200358735;2011;"Female";"D";"Large";"Employed";38;19;-50;2;33985;0;"L8";"L";59.70218923
"23916";200358736;2011;"Female";"D";"Medium";"Employed";40;15;120;6;12575;0;"P1";"P";22.75483466
"23917";200358737;2011;"Male";"C";"Small";"Unemployed";48;9;-30;7;14590;0;"L57";"L";44.92088199
"23918";200358738;2011;"Male";"E";"Large";"Housewife";33;6;-20;13;10320;1;"L88";"L";73.46170633
"23919";200358739;2011;"Male";"B";"Small";"Self-employed";56;15;70;2;21395;0;"S36";"S";25.00982043
"23920";200358740;2011;"Female";"C";"Small";"Unemployed";51;4;-30;2;13365;1;"Q13";"Q";166.5549379
"23921";200358741;2011;"Female";"E";"Medium";"Employed";34;9;-10;1;11865;0;"R27";"R";250.8413259
"23922";200358742;2011;"Male";"C";"Small";"Unemployed";22;9;-20;5;12925;1;"U3";"U";94.65751646
"23923";200358743;2011;"Female";"A";"Medium";"Housewife";21;12;-10;5;16620;0;"L36";"L";58.59040352
"23924";200358744;2011;"Male";"A";"Large";"Housewife";72;15;-40;5;43430;0;"Q59";"Q";95.69355223
"23925";200358745;2011;"Male";"C";"Medium";"Unemployed";54;7;-30;0;17020;1;"Q44";"Q";150.2239631
"23926";200358746;2011;"Female";"B";"Medium";"Employed";32;20;150;3;43290;1;"R10";"R";249.8117276
"23927";200358747;2011;"Male";"A";"Medium";"Employed";41;5;-10;5;17065;0;"M17";"M";201.6569069
"23928";200358749;2011;"Female";"D";"Large";"Self-employed";58;1;-30;13;4075;1;"R12";"R";260.3601885
"23929";200358750;2011;"Female";"D";"Medium";"Unemployed";27;2;90;2;19530;1;"O24";"O";31.49451567
"23930";200358751;2011;"Female";"C";"Large";"Housewife";37;11;80;3;11375;0;"L64";"L";84.9609991
"23931";200358752;2011;"Female";"A";"Large";"Unemployed";27;14;-30;9;12205;0;"S5";"S";24.84670738
"23932";200358753;2011;"Female";"A";"Medium";"Unemployed";33;4;0;0;9990;0;"Q18";"Q";211.8309492
"23933";200358754;2011;"Female";"E";"Medium";"Employed";24;14;20;2;22605;0;"L81";"L";73.65271862
"23934";200358755;2011;"Female";"F";"Large";"Retired";48;12;-20;2;10035;1;"R9";"R";251.432848
"23935";200358756;2011;"Male";"B";"Large";"Self-employed";49;3;-40;4;12285;0;"M7";"M";178.2443114
"23936";200358758;2011;"Male";"B";"Large";"Housewife";37;9;40;0;36880;1;"L123";"L";60.91112257
"23937";200358759;2011;"Male";"C";"Small";"Employed";29;16;50;1;37190;1;"L42";"L";68.95196256
"23938";200358760;2011;"Male";"F";"Large";"Employed";27;7;10;9;9145;0;"U8";"U";125.1320458
"23939";200358762;2011;"Female";"F";"Medium";"Self-employed";40;6;40;12;18320;0;"O32";"O";32.3905212
"23940";200358763;2011;"Male";"B";"Large";"Retired";66;1;-40;12;16700;1;"R34";"R";276.9950185
"23941";200358764;2011;"Male";"D";"Small";"Housewife";44;5;-50;3;9460;1;"Q23";"Q";205.4307964
"23942";200358765;2011;"Female";"E";"Large";"Housewife";46;15;-50;8;22135;0;"R38";"R";284.2162652
"23943";200358766;2011;"Male";"C";"Large";"Unemployed";43;12;140;12;4010;0;"L77";"L";71.51212062
"23944";200358767;2011;"Female";"F";"Medium";"Self-employed";28;19;0;6;15110;0;"Q40";"Q";189.9730181
"23945";200358768;2011;"Male";"D";"Medium";"Self-employed";53;9;-10;10;14335;1;"R17";"R";221.7063984
"23946";200358769;2011;"Male";"C";"Medium";"Housewife";28;10;30;3;8680;0;"M3";"M";141.0368682
"23947";200358771;2011;"Male";"C";"Medium";"Unemployed";49;12;-40;13;11225;0;"M4";"M";190.0515645
"23948";200358772;2011;"Male";"E";"Small";"Unemployed";43;8;90;1;13540;0;"O10";"O";25.14133101
"23949";200358773;2011;"Male";"D";"Large";"Retired";47;16;70;9;6160;1;"Q38";"Q";161.4389472
"23950";200358776;2011;"Male";"C";"Large";"Unemployed";29;7;110;1;32290;0;"R4";"R";185.8513852
"23951";200358777;2011;"Male";"B";"Medium";"Employed";41;9;-20;4;1380;0;"L99";"L";100.9312267
"23952";200358780;2011;"Male";"B";"Large";"Unemployed";51;17;-40;0;16355;1;"L71";"L";120.7793723
"23953";200358781;2011;"Male";"A";"Small";"Housewife";25;15;-40;6;20490;0;"O20";"O";26.55546013
"23954";200358782;2011;"Female";"A";"Medium";"Self-employed";39;13;150;15;19570;0;"L77";"L";71.51212062
"23955";200358783;2011;"Female";"A";"Medium";"Housewife";43;9;-50;7;7480;1;"S35";"S";19.2164848
"23956";200358784;2011;"Female";"A";"Medium";"Housewife";50;11;-50;3;3000;1;"Q14";"Q";160.3435748
"23957";200358787;2011;"Male";"C";"Large";"Self-employed";65;2;-40;12;12750;0;"R9";"R";251.432848
"23958";200358788;2011;"Female";"D";"Medium";"Self-employed";44;9;-40;5;19900;0;"P15";"P";25.63801996
"23959";200358790;2011;"Male";"A";"Small";"Housewife";42;5;-30;11;3845;1;"Q10";"Q";169.7885554
"23960";200358792;2011;"Female";"C";"Large";"Housewife";75;14;-50;1;8145;1;"L42";"L";68.95196256
"23961";200358793;2011;"Male";"C";"Medium";"Housewife";66;9;-30;10;7150;1;"N13";"N";94.29603751
"23962";200358794;2011;"Male";"A";"Large";"Housewife";57;18;-30;1;28150;0;"R48";"R";238.240414
"23963";200358795;2011;"Female";"A";"Large";"Housewife";63;7;-50;1;12890;1;"Q46";"Q";174.6445246
"23964";200358798;2011;"Female";"A";"Medium";"Housewife";37;8;-50;15;20030;1;"R21";"R";275.2822626
"23965";200358799;2011;"Male";"D";"Small";"Self-employed";20;4;0;1;6910;0;"M17";"M";201.6569069
"23966";200358801;2011;"Male";"E";"Large";"Retired";69;11;-40;12;48965;1;"L56";"L";87.14669097
"23967";200358802;2011;"Male";"A";"Large";"Housewife";45;12;80;8;12015;1;"R28";"R";256.6405915
"23968";200358803;2011;"Male";"D";"Small";"Employed";20;9;-20;6;19775;0;"L67";"L";99.57981885
"23969";200358804;2011;"Male";"A";"Small";"Self-employed";37;12;-50;6;28420;0;"Q10";"Q";169.7885554
"23970";200358805;2011;"Male";"C";"Small";"Employed";22;15;0;1;9490;0;"Q2";"Q";123.0199289
"23971";200358806;2011;"Female";"D";"Large";"Retired";62;2;-50;15;24785;1;"L51";"L";57.32800859
"23972";200358808;2011;"Male";"A";"Large";"Retired";63;8;-50;0;9135;1;"S14";"S";25.91743539
"23973";200358809;2011;"Female";"B";"Small";"Employed";46;15;-50;4;17025;0;"L59";"L";61.94412023
"23974";200358810;2011;"Male";"D";"Large";"Unemployed";37;11;-30;12;42425;1;"Q17";"Q";202.5335882
"23975";200358812;2011;"Male";"A";"Small";"Housewife";23;8;-20;2;21930;1;"M13";"M";184.4785165
"23976";200358813;2011;"Male";"B";"Small";"Unemployed";28;2;-50;8;4240;1;"O30";"O";25.22514012
"23977";200358814;2011;"Male";"A";"Large";"Housewife";49;12;-50;14;17490;1;"Q9";"Q";139.637282
"23978";200358816;2011;"Male";"C";"Small";"Employed";26;1;-30;4;4090;0;"S27";"S";26.27361792
"23979";200358817;2011;"Female";"A";"Small";"Self-employed";32;7;80;1;5735;0;"R18";"R";284.1301175
"23980";200358820;2011;"Male";"B";"Small";"Unemployed";25;12;-20;0;8390;1;"L113";"L";55.96459579
"23981";200358821;2011;"Male";"A";"Large";"Housewife";54;6;40;13;3190;0;"Q32";"Q";148.3685156
"23982";200358822;2011;"Male";"B";"Small";"Self-employed";44;14;-40;15;17805;1;"M14";"M";222.6929824
"23983";200358824;2011;"Female";"E";"Medium";"Unemployed";33;11;110;7;19055;1;"O21";"O";37.74768396
"23984";200358825;2011;"Female";"C";"Large";"Retired";67;7;-50;2;25220;1;"T17";"T";32.99314961
"23985";200358826;2011;"Female";"B";"Medium";"Employed";39;13;-50;6;12775;1;"L67";"L";99.57981885
"23986";200358828;2011;"Male";"A";"Medium";"Employed";29;10;110;1;11035;0;"Q17";"Q";202.5335882
"23987";200358829;2011;"Female";"A";"Large";"Retired";63;17;-50;10;6110;1;"Q51";"Q";141.4896565
"23988";200358830;2011;"Female";"A";"Large";"Employed";54;8;-10;14;9270;0;"N18";"N";103.2132915
"23989";200358833;2011;"Male";"F";"Medium";"Employed";22;16;0;3;28800;1;"O4";"O";37.59594224
"23990";200358835;2011;"Female";"F";"Small";"Employed";36;7;90;0;21730;0;"P1";"P";22.75483466
"23991";200358836;2011;"Male";"B";"Medium";"Employed";34;17;-50;1;28485;1;"L23";"L";63.15287215
"23992";200358837;2011;"Male";"B";"Medium";"Housewife";53;16;40;14;32050;1;"L90";"L";92.10692821
"23993";200358838;2011;"Male";"A";"Small";"Self-employed";44;12;100;0;11495;0;"Q34";"Q";212.4247054
"23994";200358839;2011;"Male";"F";"Small";"Self-employed";72;10;-40;2;5980;1;"N21";"N";71.18027901
"23995";200358841;2011;"Male";"B";"Large";"Retired";71;16;10;7;8820;0;"N24";"N";26.14074792
"23996";200358843;2011;"Female";"D";"Medium";"Unemployed";57;10;-50;2;12210;1;"Q4";"Q";138.5066713
"23997";200358844;2011;"Female";"E";"Large";"Retired";64;19;-40;5;10885;1;"P24";"P";31.91620696
"23998";200358846;2011;"Female";"D";"Medium";"Retired";48;12;-40;8;6395;1;"L63";"L";67.42478707
"23999";200358847;2011;"Female";"A";"Small";"Employed";41;17;-50;10;14600;0;"Q20";"Q";181.4165594
"24000";200358849;2011;"Male";"B";"Medium";"Housewife";27;13;-30;8;3390;0;"P24";"P";31.91620696
"24001";200358850;2011;"Female";"D";"Large";"Retired";54;6;-30;0;6735;0;"L63";"L";67.42478707
"24002";200358853;2011;"Female";"C";"Small";"Employed";30;9;-50;2;7305;1;"M19";"M";183.8950396
"24003";200358855;2011;"Female";"A";"Medium";"Self-employed";39;6;40;12;5135;1;"L6";"L";58.89468755
"24004";200358856;2011;"Male";"A";"Medium";"Employed";27;10;110;3;19145;0;"Q54";"Q";124.2334338
"24005";200358857;2011;"Male";"B";"Medium";"Self-employed";56;4;60;5;17905;1;"R31";"R";285.6217445
"24006";200358858;2011;"Male";"C";"Large";"Employed";56;12;150;12;10895;1;"R42";"R";245.331155
"24007";200358859;2011;"Female";"C";"Large";"Employed";58;19;30;7;28560;1;"R36";"R";276.3355652
"24008";200358860;2011;"Female";"D";"Medium";"Self-employed";22;11;20;3;15645;0;"O25";"O";38.35953437
"24009";200358861;2011;"Male";"D";"Medium";"Employed";29;7;10;1;29405;0;"L13";"L";57.06267756
"24010";200358862;2011;"Male";"A";"Large";"Self-employed";34;15;50;1;9240;1;"Q26";"Q";237.675525
"24011";200358863;2011;"Male";"B";"Large";"Housewife";61;13;-40;11;14900;0;"L100";"L";60.86038525
"24012";200358864;2011;"Male";"D";"Medium";"Employed";19;7;0;7;21790;0;"R32";"R";232.9029787
"24013";200358865;2011;"Female";"B";"Medium";"Unemployed";28;15;0;2;18005;0;"R17";"R";221.7063984
"24014";200358866;2011;"Female";"B";"Large";"Retired";68;3;-50;1;9755;0;"M20";"M";148.9956325
"24015";200358867;2011;"Female";"B";"Medium";"Employed";26;8;50;6;19965;1;"N2";"N";59.8409496
"24016";200358869;2011;"Male";"D";"Large";"Unemployed";65;2;-50;3;16140;0;"Q48";"Q";186.6850127
"24017";200358871;2011;"Female";"B";"Small";"Housewife";48;13;-50;3;44825;0;"T25";"T";28.51184808
"24018";200358872;2011;"Male";"B";"Medium";"Employed";24;5;0;12;25085;1;"R34";"R";276.9950185
"24019";200358873;2011;"Female";"A";"Large";"Retired";64;11;-40;12;29720;0;"T2";"T";28.13630298
"24020";200358874;2011;"Female";"A";"Medium";"Employed";25;10;10;4;23495;0;"R46";"R";218.9832303
"24021";200358875;2011;"Male";"A";"Medium";"Retired";73;13;0;5;13025;1;"L28";"L";68.77710211
"24022";200358876;2011;"Male";"B";"Medium";"Self-employed";23;5;-10;0;40535;0;"M4";"M";190.0515645
"24023";200358877;2011;"Male";"D";"Medium";"Retired";62;19;-50;14;22150;1;"Q64";"Q";132.7922667
"24024";200358878;2011;"Male";"C";"Medium";"Employed";52;4;-40;9;18895;0;"R26";"R";295.7970919
"24025";200358879;2011;"Male";"B";"Large";"Retired";68;14;-50;9;29735;1;"P27";"P";45.411434
"24026";200358880;2011;"Female";"B";"Large";"Employed";41;18;30;0;20730;0;"Q46";"Q";174.6445246
"24027";200358881;2011;"Female";"C";"Medium";"Employed";25;15;-30;0;22735;0;"S24";"S";23.10511703
"24028";200358885;2011;"Male";"A";"Medium";"Retired";52;17;-20;3;23565;0;"M16";"M";129.4194752
"24029";200358886;2011;"Male";"D";"Large";"Employed";25;5;-20;0;49060;1;"Q1";"Q";114.1413271
"24030";200358887;2011;"Female";"D";"Medium";"Self-employed";34;12;50;1;21545;1;"R30";"R";296.4319078
"24031";200358889;2011;"Female";"F";"Large";"Employed";53;11;-40;2;44465;0;"Q18";"Q";211.8309492
"24032";200358890;2011;"Male";"D";"Small";"Retired";70;20;-50;9;8600;1;"L91";"L";63.5211087
"24033";200358891;2011;"Male";"A";"Small";"Employed";27;7;-50;8;7460;0;"L82";"L";57.0415314
"24034";200358892;2011;"Female";"A";"Medium";"Self-employed";39;19;-50;14;24170;1;"Q18";"Q";211.8309492
"24035";200358893;2011;"Male";"D";"Large";"Housewife";45;17;130;2;31590;1;"R1";"R";222.711392
"24036";200358895;2011;"Female";"A";"Medium";"Self-employed";58;17;-30;6;28965;1;"O17";"O";24.11879116
"24037";200358896;2011;"Female";"E";"Medium";"Self-employed";48;4;-30;0;4810;1;"U16";"U";91.54176264
"24038";200358897;2011;"Male";"B";"Small";"Unemployed";55;17;10;5;25300;0;"S22";"S";38.33660541
"24039";200358898;2011;"Male";"D";"Small";"Housewife";47;7;-50;1;22515;1;"L83";"L";69.72819603
"24040";200358899;2011;"Male";"D";"Small";"Retired";73;14;-10;3;29440;0;"S18";"S";32.15775954
"24041";200358901;2011;"Female";"D";"Medium";"Self-employed";43;8;-50;5;11255;1;"M2";"M";139.2830008
"24042";200358904;2011;"Male";"A";"Large";"Retired";69;14;-50;6;3065;0;"U2";"U";38.77083633
"24043";200358905;2011;"Male";"D";"Medium";"Self-employed";18;4;0;1;8895;0;"R19";"R";272.9669948
"24044";200358908;2011;"Male";"B";"Small";"Self-employed";29;14;-30;0;14830;0;"Q21";"Q";201.3918071
"24045";200358912;2011;"Male";"B";"Medium";"Housewife";46;14;40;0;16905;1;"L15";"L";54.19066433
"24046";200358915;2011;"Male";"E";"Large";"Housewife";43;17;-40;15;7865;1;"S17";"S";20.53346329
"24047";200358916;2011;"Female";"C";"Large";"Retired";62;13;-30;12;10550;0;"T27";"T";17.999002
"24048";200358918;2011;"Male";"B";"Medium";"Unemployed";40;14;20;4;10305;0;"L135";"L";40.0945365
"24049";200358921;2011;"Male";"A";"Small";"Employed";19;3;0;2;10905;1;"Q21";"Q";201.3918071
"24050";200358923;2011;"Male";"A";"Large";"Retired";75;12;-30;5;6685;0;"Q24";"Q";222.735365
"24051";200358924;2011;"Male";"A";"Large";"Unemployed";57;16;-50;4;24915;1;"U5";"U";46.84863153
"24052";200358925;2011;"Female";"D";"Medium";"Employed";40;3;30;0;10155;0;"T17";"T";32.99314961
"24053";200358927;2011;"Male";"E";"Small";"Retired";67;15;-40;7;6890;1;"Q50";"Q";139.2056697
"24054";200358928;2011;"Female";"C";"Small";"Housewife";46;3;-50;1;9415;1;"L35";"L";61.69063654
"24055";200358929;2011;"Female";"C";"Large";"Retired";74;13;-40;3;26380;0;"L56";"L";87.14669097
"24056";200358930;2011;"Female";"D";"Large";"Employed";37;10;-30;5;8270;0;"U15";"U";59.40378524
"24057";200358933;2011;"Male";"A";"Medium";"Self-employed";26;10;10;3;8525;0;"U10";"U";137.8873343
"24058";200358934;2011;"Male";"E";"Medium";"Employed";55;20;-40;4;41245;0;"R1";"R";222.711392
"24059";200358937;2011;"Female";"A";"Small";"Self-employed";48;2;-30;5;17555;1;"O14";"O";36.14074742
"24060";200358938;2011;"Male";"B";"Medium";"Housewife";47;3;-50;2;1045;1;"R2";"R";145.223003
"24061";200358939;2011;"Female";"D";"Medium";"Employed";38;8;-40;0;2345;1;"U13";"U";112.8034383
"24062";200358940;2011;"Male";"A";"Small";"Retired";68;18;-50;9;27940;0;"O16";"O";30.85366237
"24063";200358942;2011;"Female";"A";"Medium";"Self-employed";37;18;-40;3;5305;1;"M6";"M";103.4727356
"24064";200358946;2011;"Male";"E";"Small";"Employed";21;10;40;9;9095;1;"L75";"L";79.1594481
"24065";200358948;2011;"Male";"A";"Large";"Retired";52;20;-40;14;26365;1;"T2";"T";28.13630298
"24066";200358949;2011;"Male";"C";"Medium";"Self-employed";36;14;40;12;28670;0;"R20";"R";290.1327193
"24067";200358950;2011;"Female";"C";"Small";"Self-employed";39;5;-30;12;18495;1;"L71";"L";120.7793723
"24068";200358951;2011;"Female";"A";"Small";"Self-employed";24;16;-10;15;28250;0;"Q63";"Q";125.9456252
"24069";200358952;2011;"Male";"D";"Large";"Retired";62;19;30;11;6845;1;"L134";"L";49.53391432
"24070";200358954;2011;"Female";"A";"Large";"Retired";55;10;-50;11;13950;0;"M22";"M";153.4523215
"24071";200358955;2011;"Female";"D";"Small";"Self-employed";21;7;10;10;3095;0;"S3";"S";27.86273727
"24072";200358956;2011;"Male";"B";"Large";"Self-employed";41;11;80;8;23215;1;"T28";"T";30.79319816
"24073";200358957;2011;"Female";"C";"Large";"Housewife";31;9;140;2;25830;1;"Q21";"Q";201.3918071
"24074";200358958;2011;"Female";"F";"Large";"Employed";38;9;-50;7;4245;1;"Q34";"Q";212.4247054
"24075";200358959;2011;"Male";"B";"Medium";"Housewife";41;12;-30;3;13835;0;"O27";"O";31.37042579
"24076";200358960;2011;"Female";"B";"Medium";"Housewife";35;16;-40;13;21930;0;"T4";"T";23.97168003
"24077";200358961;2011;"Male";"B";"Medium";"Unemployed";58;9;-50;2;14045;0;"L127";"L";66.65715225
"24078";200358962;2011;"Female";"D";"Large";"Self-employed";24;15;30;5;10580;0;"U7";"U";103.9493988
"24079";200358963;2011;"Male";"A";"Medium";"Employed";34;18;50;3;18090;0;"Q64";"Q";132.7922667
"24080";200358964;2011;"Female";"A";"Medium";"Self-employed";50;3;20;0;18380;0;"R34";"R";276.9950185
"24081";200358965;2011;"Male";"E";"Large";"Unemployed";19;20;60;5;12125;0;"S31";"S";27.87209298
"24082";200358966;2011;"Male";"D";"Medium";"Retired";73;14;-50;2;7330;0;"T19";"T";18.23804646
"24083";200358967;2011;"Female";"C";"Large";"Retired";68;9;-30;8;5415;0;"S32";"S";25.26137811
"24084";200358968;2011;"Male";"B";"Large";"Housewife";71;16;-30;0;8425;1;"N8";"N";106.5583041
"24085";200358969;2011;"Female";"D";"Large";"Employed";58;17;-50;11;21110;0;"R35";"R";223.3085718
"24086";200358970;2011;"Female";"D";"Medium";"Employed";38;6;0;1;8095;1;"M14";"M";222.6929824
"24087";200358971;2011;"Male";"B";"Small";"Employed";37;10;-50;13;21230;0;"L121";"L";77.68823268
"24088";200358972;2011;"Female";"D";"Large";"Unemployed";35;11;-20;0;21640;0;"L91";"L";63.5211087
"24089";200358974;2011;"Male";"A";"Large";"Retired";46;7;110;0;28970;1;"U3";"U";94.65751646
"24090";200358975;2011;"Male";"B";"Medium";"Self-employed";59;11;150;15;22950;1;"R14";"R";275.0923407
"24091";200358976;2011;"Male";"D";"Medium";"Employed";34;8;-30;4;6260;0;"U20";"U";58.60474559
"24092";200358978;2011;"Male";"E";"Medium";"Employed";24;11;10;5;16695;0;"R30";"R";296.4319078
"24093";200358979;2011;"Male";"C";"Large";"Employed";33;11;-10;5;29350;1;"R28";"R";256.6405915
"24094";200358980;2011;"Female";"E";"Small";"Employed";27;20;130;6;15230;0;"M19";"M";183.8950396
"24095";200358981;2011;"Male";"A";"Large";"Employed";49;11;-50;2;29700;1;"Q33";"Q";129.6690079
"24096";200358982;2011;"Male";"D";"Small";"Retired";53;1;-50;1;3930;1;"Q41";"Q";213.2556548
"24097";200358984;2011;"Female";"A";"Small";"Unemployed";19;4;0;3;21605;1;"R40";"R";284.9991194
"24098";200358985;2011;"Male";"B";"Large";"Self-employed";46;18;10;0;16895;1;"Q33";"Q";129.6690079
"24099";200358988;2011;"Male";"A";"Large";"Unemployed";41;19;-20;8;20170;0;"Q17";"Q";202.5335882
"24100";200358990;2011;"Male";"B";"Small";"Unemployed";32;5;120;4;1570;0;"Q25";"Q";140.4108252
"24101";200358992;2011;"Male";"E";"Medium";"Housewife";23;16;-40;0;15790;0;"R16";"R";293.5560359
"24102";200358994;2011;"Female";"E";"Small";"Housewife";46;5;0;10;9595;1;"Q5";"Q";99.6400095
"24103";200358995;2011;"Male";"A";"Medium";"Retired";69;13;-10;9;25905;1;"L40";"L";76.05272599
"24104";200358997;2011;"Male";"D";"Medium";"Self-employed";50;19;80;9;9325;1;"R35";"R";223.3085718
"24105";200359002;2011;"Male";"A";"Medium";"Unemployed";58;4;-50;6;11310;0;"M13";"M";184.4785165
"24106";200359003;2011;"Male";"B";"Small";"Housewife";41;11;150;9;46080;1;"Q25";"Q";140.4108252
"24107";200359004;2011;"Male";"F";"Large";"Employed";46;17;-30;2;24375;1;"U10";"U";137.8873343
"24108";200359005;2011;"Male";"F";"Large";"Retired";62;17;-40;1;43090;1;"R30";"R";296.4319078
"24109";200359007;2011;"Female";"C";"Small";"Employed";43;12;-50;7;4590;1;"L96";"L";45.66982293
"24110";200359008;2011;"Female";"B";"Medium";"Housewife";42;15;-50;1;16370;1;"P20";"P";43.84379769
"24111";200359009;2011;"Male";"B";"Medium";"Employed";35;12;-40;3;24855;1;"L15";"L";54.19066433
"24112";200359010;2011;"Male";"B";"Large";"Retired";72;9;-50;15;28700;1;"M8";"M";128.5434648
"24113";200359013;2011;"Female";"B";"Medium";"Self-employed";54;20;-50;0;21180;0;"U16";"U";91.54176264
"24114";200359014;2011;"Male";"A";"Small";"Housewife";28;11;0;0;33140;1;"L109";"L";57.29188508
"24115";200359016;2011;"Male";"B";"Small";"Self-employed";25;11;10;12;4085;0;"O5";"O";31.49128874
"24116";200359017;2011;"Male";"B";"Medium";"Employed";21;10;0;7;28070;0;"N19";"N";51.33277755
"24117";200359018;2011;"Male";"D";"Large";"Employed";53;8;-40;2;13360;1;"N20";"N";93.11048718
"24118";200359019;2011;"Male";"E";"Medium";"Self-employed";42;3;-30;6;6555;1;"U7";"U";103.9493988
"24119";200359021;2011;"Female";"B";"Small";"Employed";32;19;60;14;27940;0;"P6";"P";30.37476431
"24120";200359022;2011;"Female";"E";"Large";"Housewife";53;10;-50;0;10695;1;"L47";"L";66.76541883
"24121";200359023;2011;"Male";"E";"Small";"Self-employed";34;8;70;3;11630;0;"L40";"L";76.05272599
"24122";200359025;2011;"Male";"D";"Large";"Self-employed";40;12;-50;3;15300;1;"R47";"R";249.7835716
"24123";200359026;2011;"Male";"D";"Large";"Retired";52;12;-40;12;18110;1;"P5";"P";24.32094795
"24124";200359027;2011;"Male";"B";"Large";"Employed";50;10;130;1;7785;0;"M17";"M";201.6569069
"24125";200359028;2011;"Male";"A";"Large";"Housewife";39;7;50;4;7680;1;"U6";"U";76.98652096
"24126";200359029;2011;"Female";"C";"Large";"Housewife";67;6;-30;14;1610;0;"Q33";"Q";129.6690079
"24127";200359031;2011;"Female";"C";"Medium";"Self-employed";44;1;-40;12;12115;0;"Q43";"Q";182.367931
"24128";200359035;2011;"Female";"F";"Large";"Employed";39;15;-50;1;18365;1;"Q1";"Q";114.1413271
"24129";200359036;2011;"Male";"A";"Small";"Employed";21;4;-20;5;17775;0;"U14";"U";123.0152076
"24130";200359037;2011;"Female";"B";"Small";"Employed";44;7;70;15;4185;0;"L29";"L";66.94554904
"24131";200359040;2011;"Female";"B";"Medium";"Retired";67;13;-40;11;3310;1;"L24";"L";63.50810856
"24132";200359041;2011;"Female";"F";"Small";"Housewife";43;10;-20;1;13895;0;"P5";"P";24.32094795
"24133";200359042;2011;"Male";"B";"Large";"Unemployed";22;10;-20;0;7920;0;"Q35";"Q";148.4018477
"24134";200359043;2011;"Female";"C";"Small";"Self-employed";20;11;0;8;27580;0;"R20";"R";290.1327193
"24135";200359045;2011;"Male";"C";"Small";"Self-employed";38;6;-20;9;15585;0;"L119";"L";74.57233929
"24136";200359046;2011;"Male";"F";"Medium";"Employed";41;19;-50;5;29975;0;"S16";"S";36.54775004
"24137";200359047;2011;"Male";"A";"Medium";"Housewife";40;18;-30;2;34700;0;"P30";"P";23.12027888
"24138";200359048;2011;"Female";"C";"Small";"Unemployed";28;7;10;7;18940;0;"Q16";"Q";207.1446249
"24139";200359049;2011;"Male";"D";"Large";"Retired";71;14;-50;2;20150;0;"M1";"M";107.8170529
"24140";200359051;2011;"Male";"F";"Medium";"Employed";26;10;0;0;12720;0;"L37";"L";76.50537468
"24141";200359053;2011;"Female";"B";"Small";"Unemployed";42;3;-50;1;24970;1;"L40";"L";76.05272599
"24142";200359054;2011;"Male";"F";"Small";"Housewife";29;4;-50;0;8975;0;"Q29";"Q";239.4551701
"24143";200359055;2011;"Male";"A";"Medium";"Housewife";36;18;-50;0;11410;1;"S22";"S";38.33660541
"24144";200359056;2011;"Female";"B";"Large";"Employed";36;18;-20;11;44335;0;"Q8";"Q";124.3443471
